stage_gb,check_id,sub_category,description,stratum1,stratum_2,stratum_3,stratum_4,stratum_5,stratum_6,err_gb
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,33,provider,11,specialty_source_concept_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,33,provider,12,gender_source_value,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,33,provider,13,gender_source_concept_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,34,relationship,1,relationship_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,34,relationship,2,relationship_name,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,34,relationship,3,is_hierarchical,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,34,relationship,4,defines_ancestry,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,34,relationship,5,reverse_relationship_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,34,relationship,6,relationship_concept_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,35,source_to_concept_map,1,source_code,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,35,source_to_concept_map,2,source_concept_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,35,source_to_concept_map,3,source_vocabulary_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,35,source_to_concept_map,4,source_code_description,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,35,source_to_concept_map,5,target_concept_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,35,source_to_concept_map,6,target_vocabulary_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,35,source_to_concept_map,7,valid_start_date,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,35,source_to_concept_map,8,valid_end_date,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,35,source_to_concept_map,9,invalid_reason,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,36,specimen,1,specimen_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,36,specimen,2,person_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,36,specimen,3,specimen_concept_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,36,specimen,4,specimen_type_concept_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,36,specimen,5,specimen_date,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,36,specimen,6,specimen_datetime,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,36,specimen,7,quantity,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,36,specimen,8,unit_concept_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,36,specimen,9,anatomic_site_concept_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,36,specimen,10,disease_status_concept_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,36,specimen,11,specimen_source_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,36,specimen,12,specimen_source_value,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,36,specimen,13,unit_source_value,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,36,specimen,14,anatomic_site_source_value,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,36,specimen,15,disease_status_source_value,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,37,visit_detail,1,visit_detail_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,37,visit_detail,2,person_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,37,visit_detail,3,visit_detail_concept_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,37,visit_detail,4,visit_detail_start_date,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,37,visit_detail,5,visit_detail_start_datetime,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,37,visit_detail,6,visit_detail_end_date,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,37,visit_detail,7,visit_detail_end_datetime,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,37,visit_detail,8,visit_detail_type_concept_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,37,visit_detail,9,provider_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,37,visit_detail,10,care_site_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,37,visit_detail,11,admitting_source_concept_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,37,visit_detail,12,discharge_to_concept_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,37,visit_detail,13,preceding_visit_detail_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,37,visit_detail,14,visit_detail_source_value,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,37,visit_detail,15,visit_detail_source_concept_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,37,visit_detail,16,admitting_source_value,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,37,visit_detail,17,discharge_to_source_value,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,37,visit_detail,18,visit_detail_parent_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,37,visit_detail,19,visit_occurrence_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,38,visit_occurrence,1,visit_occurrence_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,38,visit_occurrence,2,person_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,38,visit_occurrence,3,visit_concept_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,38,visit_occurrence,4,visit_start_date,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,38,visit_occurrence,5,visit_start_datetime,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,38,visit_occurrence,6,visit_end_date,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,38,visit_occurrence,7,visit_end_datetime,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,38,visit_occurrence,8,visit_type_concept_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,38,visit_occurrence,9,provider_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,38,visit_occurrence,10,care_site_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,38,visit_occurrence,11,visit_source_value,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,38,visit_occurrence,12,visit_source_concept_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,38,visit_occurrence,13,admitting_source_concept_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,38,visit_occurrence,14,admitting_source_value,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,38,visit_occurrence,15,discharge_to_concept_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,38,visit_occurrence,16,discharge_to_source_value,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,38,visit_occurrence,17,preceding_visit_occurrence_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,39,vocabulary,1,vocabulary_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,39,vocabulary,2,vocabulary_name,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,39,vocabulary,3,vocabulary_reference,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,39,vocabulary,4,vocabulary_version,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,39,vocabulary,5,vocabulary_concept_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,1,attribute_definition,1,attribute_definition_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,1,attribute_definition,2,attribute_name,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,1,attribute_definition,3,attribute_description,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,1,attribute_definition,4,attribute_type_concept_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,1,attribute_definition,5,attribute_syntax,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,2,care_site,1,care_site_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,2,care_site,2,care_site_name,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,2,care_site,3,place_of_service_concept_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,2,care_site,4,location_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,2,care_site,5,care_site_source_value,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,2,care_site,6,place_of_service_source_value,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,3,cdm_source,1,cdm_source_name,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,3,cdm_source,2,cdm_source_abbreviation,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,3,cdm_source,3,cdm_holder,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,3,cdm_source,4,source_description,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,3,cdm_source,5,source_documentation_reference,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,3,cdm_source,6,cdm_etl_reference,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,3,cdm_source,7,source_release_date,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,3,cdm_source,8,cdm_release_date,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,3,cdm_source,9,cdm_version,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,3,cdm_source,10,vocabulary_version,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,4,cohort,1,cohort_definition_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,4,cohort,2,subject_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,4,cohort,3,cohort_start_date,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,4,cohort,4,cohort_end_date,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,5,cohort_attribute,1,cohort_definition_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,5,cohort_attribute,2,subject_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,5,cohort_attribute,3,cohort_start_date,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,5,cohort_attribute,4,cohort_end_date,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,5,cohort_attribute,5,attribute_definition_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,5,cohort_attribute,6,value_as_number,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,5,cohort_attribute,7,value_as_concept_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,6,cohort_definition,1,cohort_definition_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,6,cohort_definition,2,cohort_definition_name,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,6,cohort_definition,3,cohort_definition_description,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,6,cohort_definition,4,definition_type_concept_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,6,cohort_definition,5,cohort_definition_syntax,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,6,cohort_definition,6,subject_concept_id,NULL,NULL,ERROR
CDM,C2,Conformance-value,Column name validation check with OMOP CDM definition,6,cohort_definition,7,cohort_initiation_date,NULL,NULL,ERROR
